model_family,term,coef,se_approx,irr,ci_low_approx,ci_high_approx,n_rows,interval_log_likelihood,converged
interval_nb_rurality_only,primary_rurality_metro_other,0.060085128647893955,0.3617732855658559,1.0619269431024652,0.522573042287794,2.157954469962689,3131,-5172.037394127628,True
interval_nb_rurality_only,primary_rurality_nonmetro_adjacent,0.04154689348328115,0.18964532988359514,1.042422043506018,0.7188101861755937,1.511725539907434,3131,-5172.037394127628,True
interval_nb_rurality_only,primary_rurality_nonmetro_nonadjacent,0.07474256133134313,0.2837905569855524,1.0776066975390037,0.6178639877087206,1.8794366036564654,3131,-5172.037394127628,True
interval_nb_rurality_svi,primary_rurality_metro_other,0.05194774114028358,0.4253382008945034,1.0533206957365615,0.45762045806182877,2.4244643536392165,3131,-5169.445416059827,True
interval_nb_rurality_svi,primary_rurality_nonmetro_adjacent,0.027093948794436922,0.3960180504456107,1.0274643272641115,0.4727911978751129,2.2328735148727334,3131,-5169.445416059827,True
interval_nb_rurality_svi,primary_rurality_nonmetro_nonadjacent,0.06537556850334363,0.26602600394618725,1.0675598909735309,0.6337914009731155,1.7982006683359226,3131,-5169.445416059827,True
interval_nb_rurality_svi,svi_quartile_Q2,0.029541285196813857,0.8658535482970815,1.0299819576019527,0.18871229555329402,5.621588301255938,3131,-5169.445416059827,True
interval_nb_rurality_svi,svi_quartile_Q3,0.042343111167376456,0.4570078759535885,1.043252368887358,0.4259674578297453,2.555067259678077,3131,-5169.445416059827,True
interval_nb_rurality_svi,svi_quartile_Q4_highest,0.07463769199111209,0.4347139161102885,1.0774936955609293,0.4595986898764405,2.526100899647195,3131,-5169.445416059827,True
